Maturity,Strike,Market Price,Black-Scholes Price
2026-01-16,110.0,105.61,107.15657690682941
2026-01-16,115.0,103.45,102.36842091551647
2026-01-16,120.0,97.1,97.5877489447416
2026-01-16,125.0,94.6,92.81897865968939
2026-01-16,130.0,88.9,88.06818059576355
2026-01-16,135.0,85.83,83.34328793384715
2026-01-16,140.0,81.52,78.65420155764826
2026-01-16,145.0,76.75,74.0127635554602
2026-01-16,150.0,72.58,69.4325870522174
2026-01-16,155.0,68.5,64.9287467311213
2026-01-16,160.0,64.09,60.51734983512807
2026-01-16,165.0,57.35,56.21501956209252
2026-01-16,170.0,53.7,52.03833019297127
2026-01-16,175.0,49.8,48.00323559313975
2026-01-16,180.0,46.45,44.12453031731522
2026-01-16,185.0,42.47,40.41537643684592
2026-01-16,190.0,39.4,36.88692070561905
2026-01-16,195.0,35.4,33.5480171376429
2026-01-16,200.0,32.75,30.40506067499379
2026-01-16,205.0,29.7,27.46192928862463
2026-01-16,210.0,26.65,24.72002516063087
2026-01-16,215.0,23.85,22.178400817105583
2026-01-16,220.0,21.37,19.83395322683141
2026-01-16,225.0,18.6,17.681667772217338
2026-01-16,230.0,16.48,15.714894334995975
2026-01-16,235.0,14.25,13.925639165046363
2026-01-16,240.0,12.75,12.3048583570787
2026-01-16,245.0,10.77,10.842741319384245
2026-01-16,250.0,9.48,9.528975307215696
2026-01-16,255.0,8.1,8.352984698957975
2026-01-16,260.0,7.0,7.304141067219682
2026-01-16,265.0,5.75,6.371942147479089
2026-01-16,270.0,4.9,5.546159489888829
2026-01-16,275.0,4.23,4.816955888424864
2026-01-16,280.0,3.6,4.1749746356584225
2026-01-16,285.0,3.25,3.6114032883035385
2026-01-16,290.0,2.58,3.1180149951675915
2026-01-16,300.0,1.84,2.311924591073325
2026-01-16,310.0,1.31,1.7030621113067603
2026-01-16,320.0,1.0,1.2471544018349263
2026-01-16,330.0,0.72,0.9084388153468534
2026-01-16,340.0,0.58,0.658553886745743
2026-01-16,350.0,0.44,0.4753614124256984
2026-01-16,360.0,0.33,0.3418168913365349
2026-01-16,370.0,0.31,0.24495387782975708
2026-01-16,380.0,0.24,0.17501116916141024
2026-01-16,390.0,0.21,0.1247077855754497
2026-03-20,115.0,103.63,103.3408256177447
2026-03-20,120.0,97.8,98.61691956686835
2026-03-20,125.0,100.72,93.91163329686344
2026-03-20,130.0,90.07,89.23242060801357
2026-03-20,135.0,102.0,84.58834349711059
2026-03-20,140.0,80.44,79.99000247734253
2026-03-20,145.0,77.96,75.44936165782738
2026-03-20,150.0,71.8,70.97947779815803
2026-03-20,155.0,68.95,66.59415173357553
2026-03-20,160.0,62.35,62.30752693923276
2026-03-20,165.0,59.99,58.13366312763435
2026-03-20,170.0,57.55,54.086112752207924
2026-03-20,175.0,51.87,50.17752562430124
2026-03-20,180.0,48.03,46.41930227619912
2026-03-20,185.0,45.4,42.82131102863153
2026-03-20,190.0,41.0,39.39167770595074
2026-03-20,195.0,39.15,36.13665121029537
2026-03-20,200.0,34.65,33.06054316855324
2026-03-20,210.0,29.42,27.45274987290182
2026-03-20,220.0,23.93,22.56575397697999
2026-03-20,230.0,18.8,18.37178446491876
2026-03-20,240.0,15.0,14.823757724383498
2026-03-20,250.0,11.8,11.861700748174826
2026-03-20,260.0,9.1,9.41876265152085
2026-03-20,270.0,6.66,7.426258877477153
2026-03-20,280.0,5.15,5.817512204603794
2026-03-20,290.0,3.8,4.530488684723892
2026-03-20,300.0,2.83,3.509370139760044
2026-03-20,310.0,2.12,2.705272644391478
2026-03-20,320.0,1.62,2.076334293053293
2026-03-20,330.0,1.31,1.587376548695465
2026-03-20,340.0,0.99,1.2093083407081462
2026-03-20,350.0,0.75,0.918402378307368
2026-03-20,360.0,0.59,0.6955358106830918
2026-03-20,370.0,0.47,0.5254558334630337
2026-06-18,5.0,208.58,207.9921327664685
2026-06-18,10.0,241.8,203.29426309153072
2026-06-18,15.0,203.99,198.59639341659297
2026-06-18,20.0,194.85,193.8985237416552
2026-06-18,30.0,191.2,184.5027843917801
2026-06-18,35.0,194.58,179.80491471686696
2026-06-18,40.0,174.21,175.1070450426124
2026-06-18,45.0,170.1,170.40917537820542
2026-06-18,50.0,163.55,165.71130580714512
2026-06-18,55.0,160.67,161.0134368561355
2026-06-18,60.0,155.75,156.31557100830378
2026-06-18,65.0,151.63,151.61771751069415
2026-06-18,70.0,145.4,146.91990473748683
2026-06-18,75.0,141.83,142.22220681883107
2026-06-18,80.0,137.6,137.52479296134885
2026-06-18,85.0,136.93,132.8280076029257
2026-06-18,90.0,129.53,128.13248645163108
2026-06-18,95.0,127.05,123.43930770098649
2026-06-18,100.0,119.15,118.75017043688673
2026-06-18,105.0,147.4,114.06758520287323
2026-06-18,110.0,108.82,109.3950566103363
2026-06-18,115.0,107.37,104.73723596573993
2026-06-18,120.0,101.42,100.10002351438727
2026-06-18,125.0,102.55,95.49060464004152
2026-06-18,130.0,90.9,90.9174112067066
2026-06-18,135.0,90.62,86.39000692420136
2026-06-18,140.0,82.84,81.91890295324981
2026-06-18,145.0,78.05,77.51531599360912
2026-06-18,150.0,76.35,73.19088524486406
2026-06-18,155.0,70.2,68.95736669503685
2026-06-18,160.0,66.47,64.82632329327939
2026-06-18,165.0,64.65,60.80882803486975
2026-06-18,170.0,58.8,56.91519428165316
2026-06-18,175.0,54.0,53.154744238875054
2026-06-18,180.0,51.5,49.535622851625334
2026-06-18,185.0,48.07,46.06466083309974
2026-06-18,190.0,45.4,42.747287357207284
2026-06-18,195.0,42.75,39.58749030577616
2026-06-18,200.0,38.4,36.58781993403018
2026-06-18,205.0,36.3,33.74943041471606
2026-06-18,210.0,33.4,31.072152897410874
2026-06-18,215.0,30.04,28.554593398256202
2026-06-18,220.0,27.95,26.194248922670212
2026-06-18,225.0,25.12,23.987635620896796
2026-06-18,230.0,22.6,21.930423389426807
2026-06-18,235.0,21.13,20.017572076505218
2026-06-18,240.0,18.5,18.24346525669465
2026-06-18,245.0,16.49,16.602038351921564
2026-06-18,250.0,14.89,15.08689865288116
2026-06-18,255.0,13.36,13.6914355062992
2026-06-18,260.0,12.2,12.408919562538024
2026-06-18,265.0,11.53,11.232590515593827
2026-06-18,270.0,9.52,10.155733211817967
2026-06-18,275.0,7.86,9.171742357976171
2026-06-18,280.0,7.45,8.274176330282586
2026-06-18,285.0,6.32,7.456800782697968
2026-06-18,290.0,6.2,6.713622885029594
2026-06-18,300.0,4.6,5.427243437773036
2026-06-18,310.0,3.6,4.372724693272389
2026-06-18,320.0,2.77,3.5125667985323688
2026-06-18,330.0,2.22,2.814070627045826
2026-06-18,340.0,1.73,2.249112977325815
2026-06-18,350.0,1.33,1.7937896124056536
2026-06-18,360.0,1.18,1.4279877933156424
2026-06-18,370.0,0.91,1.134933377264538
2026-06-18,380.0,0.78,0.9007435781930786
2026-06-18,390.0,0.58,0.7140053615671382
2026-12-18,5.0,209.12,208.108437398594
2026-12-18,10.0,204.55,203.52687235578176
2026-12-18,15.0,197.69,198.9453073129695
2026-12-18,20.0,194.91,194.36374227015736
2026-12-18,25.0,188.87,189.78217722736179
2026-12-18,30.0,186.0,185.2006121853453
2026-12-18,35.0,177.71,180.61904715885092
2026-12-18,40.0,174.62,176.03748230151314
2026-12-18,45.0,168.68,171.45591862781131
2026-12-18,50.0,166.01,166.8743608761928
2026-12-18,60.0,158.65,157.71136275809724
2026-12-18,70.0,147.8,148.5492604742588
2026-12-18,80.0,136.35,139.3911752610383
2026-12-18,85.0,165.64,134.81603029732435
2026-12-18,90.0,130.0,130.24582430336778
2026-12-18,95.0,141.14,125.6832133069649
2026-12-18,100.0,121.28,121.13170503197533
2026-12-18,105.0,115.7,116.59572602489897
2026-12-18,110.0,110.2,112.08064212411047
2026-12-18,115.0,105.8,107.59272859385665
2026-12-18,120.0,102.5,103.13909117641987
2026-12-18,125.0,98.25,98.72754354354522
2026-12-18,130.0,95.47,94.36644974895985
2026-12-18,135.0,89.0,90.06454214503809
2026-12-18,140.0,90.81,85.83072587702553
2026-12-18,145.0,80.95,81.67388069127092
2026-12-18,150.0,77.54,77.60266964327548
2026-12-18,155.0,72.8,73.62536263783937
2026-12-18,160.0,71.65,69.74968082783663
2026-12-18,165.0,69.14,65.98266594875467
2026-12-18,170.0,65.73,62.33057683026952
2026-12-18,175.0,60.25,58.79881370936498
2026-12-18,180.0,57.45,55.39186963140956
2026-12-18,185.0,53.57,52.11330718824303
2026-12-18,190.0,52.45,48.9657580996829
2026-12-18,195.0,48.4,45.95094267180289
2026-12-18,200.0,44.17,43.069705925312135
2026-12-18,210.0,38.8,37.70727964989241
2026-12-18,220.0,34.23,32.86984955647955
2026-12-18,230.0,28.9,28.53877174552808
2026-12-18,240.0,24.7,24.687734243560016
2026-12-18,250.0,21.45,21.285033078413463
2026-12-18,260.0,17.85,18.295625889317037
2026-12-18,270.0,15.9,15.682880015152563
2026-12-18,280.0,12.48,13.409985030485203
2026-12-18,290.0,10.49,11.441036476291863
2026-12-18,300.0,8.6,9.741820341495128
2026-12-18,310.0,7.35,8.28033978228509
2026-12-18,320.0,5.75,7.027129700375113
2026-12-18,330.0,4.95,5.955403800903618
2026-12-18,340.0,4.55,5.04107471035735
2026-12-18,350.0,3.42,4.262682184915686
2026-12-18,360.0,2.7,3.6012584223820028
2026-12-18,370.0,2.83,3.0401536627888817
2026-12-18,380.0,5.1,2.5648399949969267
2026-12-18,390.0,1.54,2.1627067518698624
2026-12-18,400.0,1.48,1.8228571180230944
2026-12-18,410.0,1.29,1.5359125565010778
2026-12-18,420.0,1.2,1.293829306621717
2026-12-18,430.0,0.9,1.0897294191972495
2026-12-18,440.0,0.88,0.9177474791407674
2026-12-18,450.0,0.75,0.7728932268598339
2027-01-15,5.0,208.77,208.12597686594765
2027-01-15,10.0,204.96,203.56195129048905
2027-01-15,15.0,197.66,198.99792571503045
2027-01-15,20.0,193.18,194.43390013957213
2027-01-15,25.0,188.3,189.86987456415673
2027-01-15,30.0,182.25,185.30584899047167
2027-01-15,35.0,182.85,180.74182344737034
2027-01-15,40.0,173.8,176.17779820658953
2027-01-15,45.0,184.0,171.61377491693145
2027-01-15,50.0,165.53,167.04976074847065
2027-01-15,60.0,169.61,157.9218980631809
2027-01-15,70.0,147.0,148.79520629327493
2027-01-15,80.0,160.28,139.67344358112007
2027-01-15,85.0,135.84,135.11716095984985
2027-01-15,90.0,127.8,130.56654661732412
2027-01-15,95.0,123.1,126.02447990436038
2027-01-15,100.0,120.2,121.4946931379504
2027-01-15,105.0,117.5,116.98181837294733
2027-01-15,110.0,112.9,112.49138730872099
2027-01-15,115.0,129.35,108.02978302335633
2027-01-15,120.0,105.1,103.60414670120294
2027-01-15,125.0,100.42,99.22224608590324
2027-01-15,130.0,95.75,94.89231479232426
2027-01-15,135.0,100.0,90.62287281059001
2027-01-15,140.0,87.15,86.42253865767353
2027-01-15,145.0,83.0,82.29984289538166
2027-01-15,150.0,81.0,78.26305139400691
2027-01-15,155.0,75.93,74.32000502899385
2027-01-15,160.0,70.1,70.47798067168534
2027-01-15,165.0,67.15,66.74357654637495
2027-01-15,170.0,65.0,63.122623396658256
2027-01-15,175.0,61.0,59.62012151032323
2027-01-15,180.0,59.55,56.24020253051599
2027-01-15,185.0,56.5,52.98611413806255
2027-01-15,190.0,51.09,49.86022511035175
2027-01-15,195.0,49.95,46.86404791697747
2027-01-15,200.0,45.8,43.998275864851394
2027-01-15,210.0,40.28,38.656925638139555
2027-01-15,220.0,35.55,33.82738641176188
2027-01-15,230.0,30.25,29.491569638924886
2027-01-15,240.0,26.06,25.624267996734147
2027-01-15,250.0,22.3,22.195256847756795
2027-01-15,260.0,19.05,19.171184387001546
2027-01-15,270.0,16.0,16.517180217137863
2027-01-15,280.0,13.42,14.198158074536181
2027-01-15,290.0,11.25,12.179820112663002
2027-01-15,300.0,9.5,10.429389715020697
2027-01-15,310.0,7.85,8.916110008109406
2027-01-15,320.0,6.81,7.611548752130503
2027-01-15,330.0,5.4,6.489749388735369
2027-01-15,340.0,4.75,5.527264509824651
2027-01-15,350.0,3.75,4.703103184342744
2027-01-15,360.0,3.35,3.998618332013791
2027-01-15,370.0,2.61,3.3973552281858908
2027-01-15,380.0,2.39,2.8848775850113597
2027-01-15,390.0,1.98,2.4485836351007215
2027-01-15,400.0,1.7,2.077521287677456
2027-01-15,410.0,1.44,1.7622087094513503
2027-01-15,420.0,1.28,1.4944645409360042
2027-01-15,430.0,1.13,1.2672503150456649
2027-01-15,440.0,1.04,1.0745264161451145
2027-01-15,450.0,0.88,0.9111220260317667
2027-06-17,50.0,164.63,167.9964642745523
2027-06-17,55.0,159.84,163.52733892979555
2027-06-17,60.0,167.72,159.05860415461967
2027-06-17,65.0,163.47,154.5906989194386
2027-06-17,75.0,139.99,145.6608328443957
2027-06-17,80.0,141.85,141.20180198534666
2027-06-17,85.0,134.14,136.74967811725145
2027-06-17,90.0,129.8,132.30757912424056
2027-06-17,95.0,129.46,127.87938703822554
2027-06-17,100.0,122.39,123.46974653755441
2027-06-17,110.0,115.38,114.72822775992373
2027-06-17,115.0,113.5,110.40890467611118
2027-06-17,120.0,105.56,106.13300606973588
2027-06-17,125.0,104.28,101.90774621759599
2027-06-17,130.0,98.29,97.74045273490566
2027-06-17,135.0,94.0,93.63841917750871
2027-06-17,140.0,90.22,89.6087656242072
2027-06-17,145.0,86.37,85.65831204595125
2027-06-17,150.0,81.65,81.79346786479819
2027-06-17,155.0,78.05,78.02013978528866
2027-06-17,160.0,75.3,74.34365881611578
2027-06-17,165.0,71.85,70.7687264292276
2027-06-17,170.0,70.0,67.29937903946603
2027-06-17,175.0,65.45,63.93896942462868
2027-06-17,180.0,62.75,60.690163325486836
2027-06-17,185.0,59.3,57.55494924303807
2027-06-17,190.0,55.45,54.53465935849566
2027-06-17,195.0,54.3,51.62999951262934
2027-06-17,200.0,50.4,48.841086269305805
2027-06-17,210.0,44.41,43.60827694853677
2027-06-17,220.0,39.51,38.827064791045444
2027-06-17,230.0,34.35,34.48181690890253
2027-06-17,240.0,30.38,30.551965422932696
2027-06-17,250.0,26.5,27.01343609029267
2027-06-17,260.0,23.3,23.83991404096996
2027-06-17,270.0,20.14,21.003917931913662
2027-06-17,280.0,17.4,18.477676546152722
2027-06-17,290.0,14.94,16.23381694801934
2027-06-17,300.0,13.2,14.245882310727033
2027-06-17,310.0,11.37,12.48870201309198
2027-06-17,320.0,9.5,10.938637921248905
2027-06-17,330.0,7.87,9.573730030474522
2027-06-17,340.0,7.0,8.373762678747447
2027-06-17,350.0,6.05,7.320269960173377
2027-06-17,360.0,6.55,6.396496174208394
2027-06-17,370.0,4.65,5.587324409572481
2027-06-17,380.0,4.05,4.8791838353980985
2027-06-17,390.0,3.75,4.259944036011483
2027-06-17,400.0,2.95,3.7188028083393085
2027-06-17,410.0,2.75,3.2461722385711482
2027-06-17,420.0,2.27,2.8335665647872723
2027-06-17,430.0,1.95,2.4734942825252766
2027-06-17,440.0,1.77,2.1593561248496194
2027-06-17,450.0,1.64,1.8853499117761139
2027-12-17,50.0,166.54,169.10335006219833
2027-12-17,85.0,136.0,138.67409428849828
2027-12-17,90.0,130.74,134.36339541382068
2027-12-17,95.0,127.91,130.0726325989901
2027-12-17,100.0,122.45,125.80693797843419
2027-12-17,105.0,117.05,121.57190664961013
2027-12-17,115.0,111.6,113.21785789912833
2027-12-17,120.0,109.38,109.11131087154001
2027-12-17,125.0,104.15,105.06012424003096
2027-12-17,130.0,100.08,101.07045282472754
2027-12-17,135.0,96.71,97.14822538251512
2027-12-17,140.0,90.8,93.2990559137418
2027-12-17,145.0,87.5,89.52816961715746
2027-12-17,150.0,84.81,85.84034394132145
2027-12-17,155.0,81.83,82.23986448270081
2027-12-17,160.0,77.9,78.73049495277105
2027-12-17,165.0,73.99,75.31546006394113
2027-12-17,170.0,70.85,71.99743994642
2027-12-17,175.0,70.32,68.77857458223893
2027-12-17,180.0,66.73,65.66047670564438
2027-12-17,185.0,64.42,62.644251649728986
2027-12-17,190.0,59.39,59.73052269872197
2027-12-17,195.0,56.86,56.91946061791208
2027-12-17,200.0,55.0,54.21081616573849
2027-12-17,205.0,51.5,51.603954534873935
2027-12-17,210.0,47.97,49.09789081330902
2027-12-17,215.0,45.75,46.69132569677839
2027-12-17,220.0,44.13,44.38268081634949
2027-12-17,225.0,41.49,42.17013316703283
2027-12-17,230.0,40.35,40.051648233389884
2027-12-17,235.0,37.0,38.025011505678876
2027-12-17,240.0,34.57,36.08785816508214
2027-12-17,245.0,32.76,34.23770078944527
2027-12-17,250.0,30.8,32.47195499246337
2027-12-17,255.0,29.71,30.787962960303616
2027-12-17,260.0,28.05,29.183014891274638
2027-12-17,265.0,26.4,27.654368377404595
2027-12-17,270.0,25.55,26.19926579271207
2027-12-17,275.0,22.5,24.81494977254725
2027-12-17,280.0,21.4,23.49867688257777
2027-12-17,285.0,20.54,22.247729585647164
2027-12-17,290.0,20.01,21.059426620612072
2027-12-17,295.0,17.69,19.93113191005159
2027-12-17,300.0,16.96,18.860262114035358
2027-12-17,310.0,14.45,16.88076435922465
2027-12-17,315.0,13.64,15.967284723260832
2027-12-17,320.0,13.04,15.10153407403137
2027-12-17,325.0,12.34,14.281266553611943
2027-12-17,330.0,11.42,13.504312119148395
2027-12-17,335.0,10.44,12.768577609297857
2027-12-17,370.0,6.44,8.612938420532132
2027-12-17,375.0,6.1,8.140801750680275
2027-12-17,400.0,4.35,6.140730720922413
2027-12-17,405.0,4.15,5.804200664103764
2027-12-17,410.0,4.0,5.486228422216875
2027-12-17,415.0,3.9,5.185808426656468
2027-12-17,420.0,3.49,4.901986256739711
2027-12-17,425.0,3.9,4.633856471439028
2027-12-17,440.0,2.6,3.915257304047678
